,campaign,cons.conf.idx,education,pdays,poutcome_success,contact_telephone,housing_yes,housing_no,job_admin.,day_of_week_thu,day_of_week_mon,day_of_week_fri,day_of_week_wed,day_of_week_tue,previous,middle,young,marital_married,job_technician,job_blue-collar,marital_single,loan_no,contact_cellular,poutcome_nonexistent,loan_yes,middlish,month_may,job_services,marital_divorced,job_management,month_jun,default_no,month_oct,default_unknown,month_mar,old,month_apr,job_self-employed,month_jul,month_nov,month_aug,job_entrepreneur,poutcome_failure,younger,job_retired,month_sep,older,job_unemployed,job_housemaid,housing_unknown,loan_unknown,job_unknown,month_dec,marital_unknown,default_yes
0,0.1205924261151081,0.1053079088222703,0.09779713211482016,0.031879442736832055,0.026884710788806106,0.023936806258383268,0.022072701050630264,0.02198349188030309,0.02196503630392617,0.020986545081378368,0.020927114625806008,0.02070914085915086,0.02063297860873346,0.020017706116540555,0.01900175388504786,0.018740017844235925,0.018715410864276374,0.01849854755275371,0.01695937059512749,0.016104313113462086,0.016066549221073624,0.015966785638293395,0.015649520844164384,0.015637320053964985,0.015566731701144433,0.015235081626480948,0.014305766165537399,0.013240462191763074,0.012706873310355062,0.01258466153090041,0.012144781322042436,0.01183583606123257,0.010327324331231815,0.009833142754534572,0.009665258937938423,0.009331859893434252,0.00932392486073167,0.008602367597916572,0.008514976177183383,0.008302857242053948,0.008222321741962543,0.008193398134069928,0.00768602659503359,0.007051287864967794,0.007051194185730419,0.005829315155196965,0.0056367302940897035,0.005592418631961352,0.005287096759695469,0.002927638524186447,0.002861539052447206,0.002427554395503169,0.0016404158682476273,0.0010344459899218007,3.980127416462956e-06
